,0,1,2,3,4,5,6,7,8,9
43,Brand New Two Storied 5 Bed 4 Bar Terrace House for Sale Athurugiriya,12 Jul  1:28 pm,"Athurugiriya, Colombo","27,000,000","Brand New Two Storied House With Terrace Architect Designed,Spacious Modern type House Situated in Kottawa*- 5408 Sq Ft","Rukmalagama Road, Thaldiyawala.",5,4,"5,408.0 sqft",12.8 perches
44,Brand New Two Storied House for Sale in Athurugirya,12 Jul 12:10 pm,"Athurugiriya, Colombo","18,000,000","Brand New Two Story House For Sale In Aturugiriya Road, Arangala.08 Perches Landscaped garden area.","Athurugiriya Rd, Malabe.",4,4,"2,200.0 sqft",8.0 perches
45,"House for Sale in Malabe, I.Jothipala Mawatha",11 Jul  6:05 pm,"Athurugiriya, Colombo","19,500,000",20ft. Access roadPeaceful Environment Separate servant bathroom & toilet Large Garage CCTV cameraHot water 3 A/C rooms out of 41.5km to SLIIT1.5km to Millennium DriveClose to Horizon International Easy access to Southern Expressway,Malabe,4,3,"2,500.0 sqft",10.2 perches
46,"5 Bed House For Sale In Athurugiriya , Habarakada",11 Jul  2:38 pm,"Athurugiriya, Colombo","18,500,000","...5 Bed House For Sale In 20 perches Land...5 bed room house with 3 wash rooms, space for parking 3 vehicles in, 20 perches land located 200m off Ranala Road, Athurugiriya.","Off Ranala Road, Athurugiriya, Habarakada.",5,3,"2,500.0 sqft",20.0 perches
47,B/ New Three Storied || House Athurugiriya,11 Jul 10:57 am,"Athurugiriya, Colombo","31,000,000","Brand New Three Storied House For Sale In Malabe Road, Athurugiriya.10 Perches , Landscaped garden area.","Malabe Rd, Athurugiriya.",4,5,"4,000.0 sqft",10.0 perches
48,Luxury Brand New House - Athurugiriya,13 Jul  2:47 pm,"Athurugiriya, Colombo","29,500,000",3 Floor House in Athurugiriya8Perches with Landscaped garden area.,"Oruwala,  Athurugiriya",4,3,"2,800.0 sqft",8.0 perches
49,House for Sale in Athurugiriya,10 Jul 12:18 pm,"Athurugiriya, Colombo","22,500,000","House for sale in MalabeA 11p 2 storied house for sale at malambe Jothipala mawatha, Just 1 Km from kaduwela malambe main road. Facing to 20ft wide road and respectable neighborhood.House consisted as follows1)	4 Bedrooms2)	3 Bathrooms3)	Hall and dining4)	Kitchen with wooden pantry cupboards5)	Drivers Maid room with separate toilet6)	Parking for 4 vehicles7)	Fully tilled floor8)	Wooden ceiling9)	Right around parapet wall",4,3,"2,800.0 sqft",11.0 perches,
50,House For Sale In Athurugiriya,10 Jul 11:12 am,"Athurugiriya, Colombo","8,300,000","House @ Athurugiriya Road, Waduramulla.12.3 Perches with Landscaped garden area.","Athurugiriya Rd, Waduramulla",2,1,"1,600.0 sqft",12.0 perches
51,B/ New Single Storied House for Sale in Athurugiriya,11 Jul  6:17 pm,"Athurugiriya, Colombo","11,400,000",Brand New Single Story House For Sale In Aturugiriya .09 Perches Landscaped garden area.,"Habarakada, Athurugiriya",3,3,"1,400.0 sqft",9.0 perches
52,Brand New Luxury 02 Story House Sale for Athurugiriya,11 Jul  2:32 pm,"Athurugiriya, Colombo","25,000,000",Brand New Luxury Two Story House Sale For Athurugiriya,1.5 Km To Aturugiriya Millennium City Athurugriya,4,4,"3,000.0 sqft",8.0 perches
53,2 Storey House for Sale in Athurugiriya, 9 Jul 10:34 pm,"Athurugiriya, Colombo","14,000,000",2Storey House For Sale in Athurugiriya ,Athurugiriya,7,3,"2,100.0 sqft",12.0 perches
54,2 Story Brand New House For Sale Athurugiriya, 9 Jul  9:48 pm,"Athurugiriya, Colombo","17,000,000","2 Story Brand New House For Sale Athurugiriya -------------------------*Its a 2 story house on 7perches   and is 2,850 sq ft.",500 meters to Main Bus Road.Athurugiriya,4,3,"2,850.0 sqft",7.0 perches
55,2-STORIED 3-BEDROOMED HOUSE FOR SALE IN ATHURUGIRIYA, 9 Jul  1:30 pm,"Athurugiriya, Colombo","19,500,000","Solidly built beautiful 2-storied extra spacious, high ceiling bright and airy house on a 15 perch land in a prime location on Annasiwatta Road with panoramic views.   Just 10mins to Athurugiriya town and Expressways, banks and shopping. Approx 2250 sqft.  Spacious tiled  bedrooms, separate Living & Dining areas, TV Lounge, Balconies, pantry with Granite Counter tops and Mahogany Cupboards.  Beautiful front and back yards with matured trees.  ",3,2,"2,250.0 sqft",15.0 perches,
56,Modern 3 Storied House For Sale - Athurugiriya,17 Jul 10:19 am,"Athurugiriya, Colombo","31,000,000","Brand New Three Storied House For Sale In Malabe Road, Athurugiriya.10 Perches , Landscaped garden area.","Malabe Rd, Athurugiriya.",4,5,"4,000.0 sqft",10.0 perches
57,Luxury Brand New House - Athurugiriya,13 Jul  2:47 pm,"Athurugiriya, Colombo","29,500,000",3 Floor House in Athurugiriya8Perches with Landscaped garden area.,"Oruwala,  Athurugiriya",4,3,"2,800.0 sqft",8.0 perches
58,Brand New 3 Storied House For Sale in Athurugiriya, 9 Jul 11:38 am,"Athurugiriya, Colombo","31,000,000","Brand New Three Storied House For Sale In Malabe Road, Athurugiriya.10 Perches , Landscaped garden area.","Malabe Rd, Athurugiriya.",4,5,"4,000.0 sqft",10.0 perches
59,Luxury House for Sale in - Horahena, 8 Jul  3:33 pm,"Athurugiriya, Colombo","8,000,000","Wanaguru Mawatha,horahenaNear to Athurugiriya High Way 1km.Bedroom 3Attach Bathroom 1General Bathroom 1",3,2,"1,100.0 sqft",6.0 perches,
60,House for Sale in Hokandara,10 Jul  4:38 pm,"Athurugiriya, Colombo","22,000,000",REFERENCE NO - #HR.A.H.D.03,"Athurugiriya, Hokandara",4,3,"2,300.0 sqft",10.0 perches
61,House For Sale - Aturugiriya,15 Jul 12:52 pm,"Athurugiriya, Colombo","10,500,000",Close to milleniyam city close to 679 bus routePeace full enviorment,Aturugiriya,3,2,"1,200.0 sqft",7.0 perches
62,House For Sale In Athurugiriya Waduramulla, 8 Jul 10:40 am,"Athurugiriya, Colombo","8,300,000","House @ Athurugiriya Road, Waduramulla.12.3 Perches with Landscaped garden area.","Athurugiriya Rd, Waduramulla",2,1,"1,600.0 sqft",12.0 perches
63,B / New Two Storied House for Sale in Athurugiriya, 8 Jul 10:03 am,"Athurugiriya, Colombo","19,800,000","Brand New Two Storied House For Sale In Athurugiriya.08 Perches , Landscaped garden area.","Pemananda Mw, Athurugiriya.",4,4,"2,400.0 sqft",8.0 perches
64,House for Sale in Athurugiriya,10 Jul  9:39 pm,"Athurugiriya, Colombo","3,000,000",House for sale in Athurugiriya======================,2,1,900.0 sqft,4.0 perches,
65,Two Story Luxury House for Sale Athurugiriya - Lake Terrace, 7 Jul  3:20 pm,"Athurugiriya, Colombo","39,000,000","Two Story Luxury House for Sale Athurugiriya - Lake Terrace Newly Built House2 x 2 Fully Tiled, Wooden Finishing Roof Rocel Tile & Barth Room Fittings Teak Pantry CupboardsRoof Terrace, Elcardo Remote Control Roller GateThree Pass Electricity / 2000 L water tankServant Room  & Servant Toilet 2 Vehicle Parking Garage2 Vehicle Parking Facilities 39 Million ","Seevali Asapuwa, Lake Terrace, Athurugiriya",5,3,"4,000.0 sqft",12.5 perches
66,B New 2 Storied House For Sale in Athurugirya, 6 Jul 12:19 pm,"Athurugiriya, Colombo","18,000,000","Brand New Two Story House For Sale In Aturugiriya Road, Arangala.08 Perches Landscaped garden area.","Athurugirya Rd, Arangala",4,4,"2,200.0 sqft",8.0 perches
67,2 Story House with 20 Perch Land for Sale in - Athurugiriya, 6 Jul 11:40 am,"Athurugiriya, Colombo","10,500,000",02 Storey House for SaleUrgent saleFixed price Fully Completed House Ground floor is Fully tiled04 Bedrooms 03 washroomsGranite dining tableand large valuable inbuilt wooden cupboardsLarge pantry area20 Perches Land 10 perch house &10 Perch well maintained gardenWall and Fence around house 2+ Car parking in garage Friendly neighborhood Peaceful surrounding environment Close to retreat centre and 5 minutes to Athurugiriya highway entranceClear deedsQuick sale,4,3,"2,400.0 sqft",20.0 perches,
68,Brand New Single Storied House For Sale in Athurugiriya, 6 Jul 11:19 am,"Athurugiriya, Colombo","11,800,000",Brand New Single Story House For Sale In Aturugiriya .09 Perches Landscaped garden area.,"Habarakada, Athurugiriya",3,3,"1,400.0 sqft",9.0 perches
69,B/New Modern 3 Storied House Athurugiriya, 6 Jul 11:07 am,"Athurugiriya, Colombo","31,000,000","Brand New Three Storied House For Sale In Malabe Road, Athurugiriya.10 Perches , Landscaped garden area.• - 4000 Sq. Ft.","Malabe Rd, Athurugiriya.",4,5,"4,000.0 sqft",10.0 perches
70,Brand New Two Storied House For sale in Athurugiriya,17 Jul  2:12 pm,"Athurugiriya, Colombo","19,000,000","Brand New Two Storied House For Sale In Athurugiriya.08 Perches , Landscaped garden area.","Pemananda Mw, Athurugiriya.",4,4,"2,400.0 sqft",8.0 perches
71,New House Athurugiriya, 6 Jul 10:02 am,"Athurugiriya, Colombo","11,450,000",New HOUSE in  ATHURUGIRIYA9 perch LAND with House1340 sqft3 Bedroom 3 Barthroom living room and kitchen Pentry Rolling Gart Garden1 Comment Bathroom15 ft wide Road Enters50 meter From Main road500 meter From Main road Homagama Athurugiriya2 Kms from Mileniuam City6 Kms Malabe Twon4 Kms from Kaduwela Twon4 Kms Experswey AthurugiriyaTotal price Rs 11.45Clear DeedsTo inspect the Land - Please inform 2 hours before,Koratota Athurugiriya,3,3,"1,340.0 sqft",9.3 perches
72,"2 Storey Brand New House Sale in Athurugiriya Road,Arangala", 6 Jul  8:12 am,"Athurugiriya, Colombo","26,000,000","Architect  Designed Barnd New House Sale in Athurugiriya Road,Arangala",50 meters to athurugiriya road,5,4,"2,850.0 sqft",8.5 perches
73,House for Sale in Athurugiriya,13 Jul  2:44 pm,"Athurugiriya, Colombo","11,500,000",REFERENCE NO -#HR.A.G.K.01,"Athurugiriya, Millennium city",3,3,"1,500.0 sqft",9.3 perches
74,Brand New Two Storied House For sale in || Athurugiriya, 5 Jul  1:08 pm,"Athurugiriya, Colombo","19,800,000","Brand New Two Storied House For Sale In Athurugiriya.08 Perches , Landscaped garden area.","Pemananda Mw, Athurugiriya.",4,4,"2,400.0 sqft",8.0 perches
75,House for Sale in Athurugiriya, 5 Jul 12:03 pm,"Athurugiriya, Colombo","17,500,000","HOUSE FOR SALE IN ATHURUGIRIYA QUICK DEAL15 perch’s2,800 sqft5 bedroom2 bathroomRoller geatClose to athurugiriya junction 3kmPRICE 17,500,000 (NEGOTIABLE)OR JOIN FACEBOOK GROUP REAL ESTATE DOMAIN SRI LANKAWWW.FACEBOOK.COM/GROUPS/REALESTATEDOMAINSRILANKA",5,2,"2,800.0 sqft",15.0 perches,
76,House for Sale in Athurugiriya, 5 Jul 10:59 am,"Athurugiriya, Colombo","14,000,000","3 Bed rooms,2 Bath rooms,Living room,Dining room,Kitchen with pantry,Vehicles parking Available,Land with coconut trees,Jack trees & etc,Surrounding Parapet walls,10 ft road facing,500 m to Athurugiriya junction,Close to Athurugiriya school,Urgent sale",Joining Inoka Bakery Lane,3,2,"1,400.0 sqft",22.0 perches
77,House For Sale In Millennium City Athurugiriya,11 Jul  2:56 pm,"Athurugiriya, Colombo","26,500,000",Best Place for Living and Commercial both.House Situated Next behind to the Millennium city Cargils Food city.5 beds and two baths.AC living Area.AC Master bedroom.AC Commercial Area.5 minutes distance to Mathara & Kadawatha Highway interchange.Ground Floor and one bed room on 1st floor have completed.Consisting with Rooftop.5 channel CCTV operation system,"M16, Millenniumcity, Oruwala, Athurugiriya",5,2,"3,650.0 sqft",8.0 perches
