,0,1,2,3,4,5,6,7
24,Commercial Building for Sale at Nawala,21 Jul 10:37 pm,"Rajagiriya, Colombo","95,000,000",Main road facing 4 story building 4 vehicle parking,Building,360 nawala Road Rajagriya,"4,000 sqft"
25,40 Apartments Building for Sale Nawinna,21 Jul 10:29 pm,"Maharagama, Colombo","400,000,000",Total apartments 421bedroom apartment 8 Floors Lift available Parking available A/C Non A/C apartments available,Building,141 old kottawa Road Nawina Maharagama,"25,000 sqft"
26,Building for Sale in Kotte,21 Jul 10:20 pm,"Maharagama, Colombo","190,000,000",Main road facing 5 story building Parking available Suitable for office store and any kind of commercial purposes,Building,815 EAP perera Mawatha Ethul kotte,"10,000 sqft"
27,Reception Hall and Guest House for Sale in Mattegoda,21 Jul  3:48 pm,"Kottawa, Colombo","55,000,000",• Our Reference No SH 10267( Please quote this reference number when inquiring),Restaurant,"Polgasowita Road, Mattegoda","4,500 sqft"
28,Four Story Building Sale in Kesbewa,20 Jul  8:21 am,"Kesbewa, Colombo","33,000,000",04 STORY BUILDING SALE AT KESBEWA ,Building,FACING KESBEWA -BANDARAGAMA ROAD KESBEWA,"8,000 sqft"
29,"5 Storied Commercial Building for Sale in Pathiragoda Road, Maharagama",10 Jul  9:08 am,"Maharagama, Colombo","55,000,000","5 Storied Commercial Building for Sale in Pathiragoda Road, Maharagama16 PerchesEach Floor is 2000 Sq.Ft. Apartment4 Apartments3 Bedrooms & 2 Bathrooms on Each ApartmentFully TiledA/C, Hot Water, Car Park, CCTV & All Facilities ThereRoof Top on 5th FloorRoof Tops are Tiled & Have Separate Bathroom8 Perch Car Park20Ft. Access RoadClose to Sri Jayawardenapura Hospital2km to Highlevel RoadIdeal for Commercial or Residential UseIdeal for School, Private Hospital or Care HomeUrgent SaleNo BrokersSelling Price: Rs.55 MillionCall for More Details",Building,Pathiragoda Road,"8,000 sqft"
30,22 Perch Building for Sale in Colombo 7,22 Jul  9:46 pm,"Colombo 7, Colombo","17,000,000",Colombo 7Dharmapala Mawatha (Prime residential neighborhood)22.2 Perch Land with a two storey house for Sale(2nd block from the main road),Building,"95, Dharmapala Mawatha, Colombo 7","3,800 sqft"
31,Warehouse For Sale Welivita - C0558,19 Jul  7:44 pm,"Kaduwela, Colombo","320,000,000","Land with a warehouse, High Land, 10Km to Colombo port and 1Km to highway.",Warehouse / Storage,"6,000 sqft",
32,3 Storied Building for Sale - Wellampitiya,19 Jul  2:55 pm,"Wellampitiya, Colombo","22,500,000",3 storied building3.4 perched,Building,kolonnawa rd wellampitiya,800 sqft
33,3 Storied Building for Sale - Wellampitiya,19 Jul  3:09 pm,"Wellampitiya, Colombo","23,000,000",3 storied building 5 perched,Building,kolonnawa rd wellampitiya,"1,200 sqft"
