Unnamed: 0,0,1,2,3,4,5,6,7,8,9
1928,Two Story House for Sale | Malabe,28 Jun  9:42 am,"Malabe, Colombo","18,000,000","Two Story House For Sale In Gamunupura, Kaduwela.07 Perches , Landscaped garden area ( 2 Year Used House )","Kaduwela Rd, Gamunupura.",4,4,"2,200.0 sqft",7.0 perches
1929,(HS175) House for sale in Borella,28 Jun  9:35 am,"Colombo 8, Colombo","89,000,000",10.8 perches2 story houseLarge bathtub2 living areasLarge common balconyGreat ventilationHigh residential areaGreat access pointsAccess to all amenitiesParking for 4 vehicles,"Fairfield Gardens, Cotta Road, Borella",4,3,"2,500.0 sqft",10.8 perches
1930,Super Luxury Three Story House Sale for Nugegoda.,25 Jul 11:13 am,"Nugegoda, Colombo","45,000,000",Brand New Luxury Three Story House Sale For Nugegoda ,"Mirihana, Nugegoda",4,5,"3,500.0 sqft",7.0 perches
1931,House for Sale in Athurugiriya,26 Jul 10:51 am,"Athurugiriya, Colombo","9,500,000",House for sale to the value of the land in athurugiriya 100m to the main road2km athurugiriya junction2.9km highway entrance----------------------------------- 👉අතුරුගිරිය මිලේනියම්සිටි     ආසන්නයේ නිවසක් විකිණීමට 👉කාමර 3 යි 👉නානකාමර 1 👉සේවක කාමර සහ නානකාමර 👉අතුරුගිරිය හංදියට කිමී 2 👉අධිවේගී පිවිසුමට කිමී 3 යි 👉නිශ්කලංක පරිසරය 👉බස් පාරට මීටර්100 යි 👉පර්චස් 16.5 අඩි 20 පාර 👉ඉක්මනින් විකිනීමට👉ලක්ෂ 95      (ගනන් සාකච්චා කරගත හැක),athurugiriya,3,1,"1,800.0 sqft",16.5 perches
1932,New House for Sale at Attidiya - Dehiwala, 2 Aug  3:36 pm,"Dehiwala, Colombo","14,500,000","Recently built, not even occupied, house for saleFeatures1. Two bedrooms2. Single bathroom & separate servant toilet. 3. Walking distance to Attidiya bakery junction.4. Can easily build a second floor5. 6 perch land.5. 24hours water supply(well water connection separately given)6. Two vehicles can park",,2,1,"1,340.0 sqft",6.0 perches
1933,House For Sale in Mattegoda,28 Jun  9:14 am,"Kottawa, Colombo","6,250,000",මත්තෙගොඩ නිවාස සංකීර්ණයේ 9B වර්ගයේ වර්ග අඩි 1000කාමර 3බාත්රූම් 2අලුතෙන් ටයිල් හා නාන කාමර කට්ටල අල්ලා ඇත.ප්‍රධාන බස් නැවතුම්පලට මීටර් 100ඇතුළුවීම පහළින් ඇතමැද ගෙයකිලක්ෂ 62/50 හෝ වැඩිම ඉල්ලුමටඉක්මණින් විකිණේ,"Mattegoda, Kottawa",3,2,"1,000.0 sqft",5.5 perches
1934,House for Sale Malabe,25 Jul  4:37 pm,"Malabe, Colombo","23,500,000","Two Story luxury House available for sale in Malabe, ",,3,2,"2,500.0 sqft",10.5 perches
1935,2 Story House for Sale in - Pannipitiya,28 Jun  9:01 am,"Kottawa, Colombo","15,000,000","10.3 perches/ 2600 sqft/ 3 Bed Rooms/ 2 Bathrooms/ 2 Living, 2 Dining Area/ 2 Kitchen one with  teak wood Pantry Cupboards/  Pipe born water with 2  over head water tanks,   2 Vehicle Parking Area with big balconies Facing  to 296 Kottawa - Piliyandala bus route. Very Good Environment.2 separated floors with separated electricity,water bills, Ground floor has already rented  for Rs.25,000 per month.Upper floor can be rented for Rs.35,000.00 per month.current land value - Rs,850,000 per perch",,3,2,"2,600.0 sqft",10.3 perches
1936,House for Sale in Pannipitiya,28 Jun  9:01 am,"Pannipitiya, Colombo","29,000,000",House for sale in Pannipitiya,Pannipitiya,4,3,"3,600.0 sqft",10.0 perches
1937,4BR Luxury House in Pelawatta, 8 Aug  9:33 am,"Battaramulla, Colombo","82,000,000",• Our Reference No SH 9883( Please quote this reference number when inquiring),"Pelawatta, Battaramulla",4,4,"4,500.0 sqft",8.0 perches
1938,Lake Front Brand New House in Pelawatta, 8 Aug  9:33 am,"Battaramulla, Colombo","164,000,000",• Our Reference No SH 10128( Please quote this reference number when inquiring),"Pelawatta, Battaramulla",8,8,"9,000.0 sqft",16.0 perches
1939,4BR House for Sale in Nawala, 8 Aug  9:33 am,"Nawala, Colombo","70,000,000",• Our Reference No SH 10150( Please quote this reference number when inquiring),Nawala,4,4,"4,000.0 sqft",10.0 perches
1940,"4BR House for Sale in Arewwala, Pannipitiya", 8 Aug  9:33 am,"Pannipitiya, Colombo","16,000,000",• Our Reference No SH 10130( Please quote this reference number when inquiring),"Arewwala, Pannipitiya",4,2,"1,700.0 sqft",10.0 perches
1941,"Single Story House for Sale in Arewwala, Pannipitiya", 8 Aug  9:33 am,"Pannipitiya, Colombo","23,000,000",• Our Reference No SH 10129( Please quote this reference number when inquiring),"Arewwala, Pannipitiya",3,2,"1,800.0 sqft",26.0 perches
1942,Fully Completed House for sale in Homagama,11 Aug  9:12 am,"Homagama, Colombo","6,800,000","හෝමාගම, කිරිවත්තුඩුව හන්දියට කි.මී. 01 ක් දුරින් 128 හෝමාගම - තලගල බස් මාර්ගයට  ආසන්නව පර්චස් 10  පිහිටි කාමර 03, සාලය, කෑම කාමරය, කුස්සිය සහ නාන කාමරය, අමතර නාන කාමරය සහ සේවක වැසිකිලිය ඇතුලු පහසුකම් වලින් සමන්විත අංග සම්පූර්ණ නව නිවස ඉතා ඉක්මනින් වීකිණිමට ඇත. සිවිලිම ගසා මුළු නිවසම ටයිල් කර ඇත. අඩි 12 ප්‍රවේශ මාර්ගය. වාහන 02ක් නැවැත්වීමට හැක. නිවස සිට අඩි 40 ක් දිග පුද්ගලික මාර්ගයක් ඇත. නල ජලය , විදුලිය ඇතුලු සියලු පහසුකම් වලින් සමන්විතයි මිල ලක්ෂ 68 යි . මිලදී ගත් වහාම පදිංචියට සුදුසුය. සියළුම ලියකියවිලි සහිතයි.අයිතිකරු විදෙස් ගත වන නිසා ඉක්මනින් විකිණේ.128 කොට්ටාව - තලගල මාර්ගයට සහ 280 මහරගම - ‍ හොරණ මාර්ගයට  මී. 300 129 කොට්ටාව - මොරගහහේන මාර්ගයට  මී. 700 හෝමාගමට සහ කොට්ටාවට කි.මී. 07අත්පිට මුදලට පමණයි. ",Pitipana South - Homagama,3,2,"1,200.0 sqft",10.0 perches
1943,02 Story House with 6.4 P Sale at Nugegoda,16 Aug  1:58 pm,"Nugegoda, Colombo","26,000,000",Rs 26000000.00 LAKHSTOTAL PRICENegotiable,CHAPEL LANE ( 250 METERS NUGEGODA JUNCTION ) NUGEGODA,3,2,"2,500.0 sqft",6.4 perches
1944,Two/Story House for Sale || Malabe,27 Jun  1:09 pm,"Malabe, Colombo","18,000,000","Two Story House For Sale In Gamunupura, Kaduwela.07 Perches , Landscaped garden area ( 2 Year Used House )","Kaduwela Rd, Gamunupura.",4,4,"2,200.0 sqft",7.0 perches
1945,Super Luxury Three Story House Sale For Hokandara,29 Jul 11:10 am,"Talawatugoda, Colombo","33,500,000",Super Luxury Three Story House Sale For Hokandara ,Hokandara South,5,4,"4,200.0 sqft",7.0 perches
1946,Luxury House for Sale in Ethul Kotte, 8 Aug  9:33 am,"Kotte, Colombo","85,000,000",• Our Reference No SH 9313( Please quote this reference number when inquiring),Ethul Kotte,5,4,"4,400.0 sqft",24.25 perches
1947,House for sale Piliyandala,27 Jun 12:41 pm,"Piliyandala, Colombo","12,500,000",බැංකු ණය පහසුකම්  බස් මාර්ගයට මීටර් 500  නිස්කලන්ක  පරිසරයක් . අඩි 20 පාරට මුහුනලා ඇත .  ටයිල් දමා ඇත. නව නිවසකි,"පිලියන්දල , ජබුරලිය.",4,3,"1,800.0 sqft",6.1 perches
1948,4 Bedroom House for Sale in - Kotikawatta,27 Jun 12:40 pm,"Angoda, Colombo","17,500,000",For More Details Please Contact Us on,Kotikawatta,4,2,"1,795.0 sqft",15.37 perches
1949,House for Sale in Pannipitiya [HS08],29 Jul 11:01 pm,"Talawatugoda, Colombo","29,500,000","Spacious two-story house for sale in Pannipitiya, conveniently located 5 minutes away from Thalawathugoda Junction. The property is facing Polwatta Road with significant road frontage and is also adjoining a lane off Polwatta Road. The house offers extensive living space along with three bedrooms and two bathrooms. ","Polwatta Road, Pannipitiya, Thalawathugoda",3,2,"2,700.0 sqft",15.0 perches
1950,Complete House for Sale in Mattegoda, 1 Jul  9:29 am,"Kottawa, Colombo","12,000,000","*Five KM to Matara Highway *Bank Loan Facilities,*Two Car park,*Right round wall. All windows with  Iron Grills,*Two Kitchen, Newly Built Pantry Cupboard With 4 Bunner Cooker & Cokker head,*All the Banks Reputed Super market,post Office,Main bus Stand,C.W.E Church,Temple Within,150-200 Meters. Not a Flooding Area.","194/71,Sadun Pura, Mattegoda.",4,3,"1,400.8 sqft",8.5 perches
1951,Luxury House For Sale In Piliyandala,30 Jun  9:44 am,"Piliyandala, Colombo","28,800,000",Luxury House For Sale In Piliyandala ============================,Piliyandala,5,4,"3,600.0 sqft",8.2 perches
1952,B/ New Two Story House || Athurugiriya,27 Jun  9:58 am,"Athurugiriya, Colombo","18,000,000","Brand New Two Story House For Sale In Aturugiriya Road, Arangala.08 Perches Landscaped garden area.","Athurugiriya Rd, Malabe.",4,4,"2,200.0 sqft",8.0 perches
1953,Brand New Luxury Model House for Sale in Kottawa,27 Jul  9:35 am,"Kottawa, Colombo","28,000,000","Brand new 2Storey House For Sale in kurulu uyana, polkotuwa, kottawa. ","Kottawa, Piliyandala rd, Kurulu Uyana",4,4,"3,600.0 sqft",10.0 perches
1954,Two Story House for Sale Baththaramulla,27 Jun  9:45 am,"Battaramulla, Colombo","30,000,000","Two story house @ Pothuarawa. On 16 Perch Land Malabe Rd, Pothuarawa","Pothuarawa Road, Palawatta.",5,4,"3,500.0 sqft",16.0 perches
1955,House for Sale in Homagama,27 Jun  9:44 am,"Homagama, Colombo","3,600,000",කාමර දෙකක වැඩ නිම කර ඇත .,"237/5/19,වාසනා මාවත , ලෙනගල, දැඩිගමුව.",3,2,700.0 sqft,10.0 perches
1956,House for Sale in - Piliyandala,27 Jun  1:55 pm,"Piliyandala, Colombo","20,000,000","20 perch land with 01 complete house and 01 partly built house.500m to Bokundara Junction, 200m to Make luxury road.",Bokundara,3,1,"1,750.0 sqft",20.0 perches
1957,House for Sale - Battaramulla,27 Jun  8:59 am,"Battaramulla, Colombo","19,000,000",A newly built two storied house5 bedrooms & 2 bathrooms can be used as two housesparking available Close to Thalawathugoda townSuitable for business purposes also.Bank lone facilities can be arranged.Price 19 million. (Negotiable),"204/88, Wickramasinghepura, Battaramulla",5,2,"1,652.0 sqft",4.66 perches
1958,House For Sale In Homagama,27 Jun  8:25 am,"Homagama, Colombo","5,500,000",A house with three bed room and one bath room. 2km to Homagama Town. 3.5km to Kottawa Highway Entrance.,"Homagama, Pinketha Road",3,1,"1,000.0 sqft",12.0 perches
1959,Brand New House For Sale in Thalawathugoda,27 Jun  8:04 am,"Talawatugoda, Colombo","22,500,000",✓House For Sale In Thalawathugoda🏠✓Land Size 8.8perches ✓House Size 2500sqft ,"Vidyale junction, Thalawathugoda",4,3,"2,500.0 sqft",8.8 perches
1960,House New Tow Story for Sale Kesbewa,25 Jul  8:08 pm,"Kesbewa, Colombo","25,500,000",25.5 MILLION polgasowita 4 ac room Solar hot water Cct camera Roof top 3 vehikal parking space  100 miters 120 Colombo bus rd Full complete house,120 rd wethara,4,3,"3,000.0 sqft",10.0 perches
1961,Luxury Home In Kottawa,27 Jun  6:36 am,"Kottawa, Colombo","12,900,000",සුපිරි නිවසක් හිමි කර ගැනීමට අනගි අවස්ථාවක්,"255 rd, Kottawa",4,2,"1,615.0 sqft",7.5 perches
1962,Beautifull House in Kottawa,27 Jun  5:29 am,"Kottawa, Colombo","9,300,000",සුපිරි නිවසක් හිමි කර ගැනීමට අනගි අවස්ථාවක්,"255 rd, Kottawa",2,2,"1,150.0 sqft",7.5 perches
1963,Beautiful House for Sale in Pannipitiya,24 Jul  3:12 pm,"Pannipitiya, Colombo","65,000,000","we have a Architect designed  specious 2 storied Brand new luxury house for special offer…… 10 perch land, please contact - only 26.5 million - negotiableThis located at well develop housing scheme.3800 square feet house, 4 bed room 4 bath rooms with wide feet road. You don't find a house with this feature s & neatness at this area for this value. Perfect plan.. 2-3 vehicles can park.Cctv, AC, Roller gate, fully equip pantry cupboards. Fine hard wood used for doors & windows.Nice garden, peaceful well secured residential area located at 296 bus road, 500m 296 bus road,2.5 KM to kottawa town, 3 km to pannipitiyaVery convenience to Keels/ Cargills /Laughs supermakets and the banks. selling at urgently..Just one month before completed.","296 bus road, pannipitiya",4,4,"3,600.0 sqft",10.0 perches
1964,Beautiful House for Sale in Gonapola,24 Jul  3:12 pm,"Piliyandala, Colombo","13,000,000","We have an Architect designed brand new good house for special price. 10  perch land, please contact - , price 130 laksclose to 2800 square feet house, 4 bed rooms & 4 bathrooms, well water and pipeborn water, 4 parking areas, one roller gate, landscaping garden with interlocks, separate balconies, luxurious pantry, fully tiled with wide road. Quality finished with all durable materials. Made very strongly. Its located in a very prestige housing scheme at gonapola piliyandala. Ideal for peaceful living.Nice garden, peaceful well secured residential area in private road, 600m to the gonapola moragahahena bus road,1 KM ro 120  bus road,3 km 3 km highway entrances, Immediate selling at urgency. Just completed","120 road, gonapola",4,4,"2,400.0 sqft",10.0 perches
1965,Beautiful House In Godagama town,28 Jul  2:10 pm,"Homagama, Colombo","11,500,000","Two storied Brand new quality house for immediate sale….3 rooms with 2  bath rooms, large living room & kitchen, dining and carpoachcontact price 11.5 million & negotiable...6.5 perch with 20 feet road with very economical design within 6.5 perch…Fully complete house including garden, roller gate & parapet wall around the ghouse.Conveniently located in peaceful well secured residential area close to godagama & homagama towns. just 200 m to 138 bus road house with all facilities. Very convenience to all supermakets and some of the the banks. Selling at urgently..Just completed.","high level road, godagama",3,2,"1,400.0 sqft",6.5 perches
1966,Four Bed House for Sale in Nawala [hs02],26 Jun 10:39 pm,"Nawala, Colombo","75,000,000","Meticulously maintained luxury house conveniently located only 100 meters away from the Nawala Road, within close proximity to all modern day conveniences. The house offers extensive living space along with four bedrooms and four bathrooms. The house is currently fully furnished and can be purchased inclusive of all high quality furniture & fittings.","Nawala Road, Nawala",4,4,"3,000.0 sqft",10.0 perches
1967,4 Bed Brand New Two Story House at Athurugiriya,26 Jun  5:45 pm,"Athurugiriya, Colombo","18,000,000","Brand New Two Story House For Sale In Aturugiriya Road, Arangala.08 Perches Landscaped garden area.","Athurugiriya Rd, Malabe.",4,4,"2,200.0 sqft",8.0 perches
1968,Brand New Two Storied House In Malabe,26 Jun  5:41 pm,"Malabe, Colombo","20,000,000","Brand New Two Storied House For Sale InThunadahena Road, Malabe.10.8 Perches with Landscaped garden area.*- 2500 Sq. Ft.","Thunadahena Rd, Malabe.",4,3,"2,500.0 sqft",10.8 perches
1969,Brand New Luxury Two Storey House Piliyanadala, 2 Jul  8:33 am,"Kottawa, Colombo","29,500,000","Brand new luxury two storey house for sale in kottawa 255 piliyanadala Road near to the Kottawa Junction. 4 bedrooms and 4 bathrooms. Comply with hot water, solar system,AC,CCTV camera, TV lobby, balcony and roof. Servant room and a bathroom. Complete pantry with a hob. Double carpoch. 100m to 255 Road.",kottawa 255 piliyanadala Road,4,4,"3,510.0 sqft",9.0 perches
1970,Brand New 3story Luxury House for Sale - Battaramulla,12 Jul 12:32 pm,"Battaramulla, Colombo","45,000,000","Brand new 3story luxury house for sale in baththaramulla robet gunawarddana mawatha 5bedroom, 5bathroom, A/C, cctv camera TV lobby rooftop balcony seven room, and servent bathroom, 20ft road, 400mto main road walking distance to government compaies",baththaramulla robet gunawarddana mawatha,5,5,"3,280.0 sqft",7.5 perches
1971,Two Storied House For Sale Malabe,26 Jun  5:38 pm,"Malabe, Colombo","21,000,000","Two Story House For Sale In Kahanthota Road, Malabe.10.5 Perches with Landscaped garden area.( Used 8 Years )","Kahanthota Rd, Malabe.",4,4,"2,650.0 sqft",10.5 perches
1972,House for Sale in Thalawathugoda,23 Jul  9:25 am,"Talawatugoda, Colombo","29,000,000","Two story house situated at royal range off Dolalanda Gardens, Thalawathugoda,","Dolalanda Gardens, Thalawathugoda",3,3,"2,800.0 sqft",11.0 perches
1973,2 Store House for Sale - Atturugiriya,16 Jul  9:26 am,"Athurugiriya, Colombo","12,500,000","Millennium city, olympus zone 2. 3 bedrooms, 2 bathrooms, 1 servers toilet, car pouch, in front of the park and just near the security hut. A well maintained house.",,3,3,"1,290.08 sqft",7.5 perches
1974,House for Sale in Buthgamuwa Rd Rajagiriya,26 Jun  4:10 pm,"Rajagiriya, Colombo","20,000,000","2 story house for sale in ambagaha handiya rajagiriya.4 bedrooms.2 bathrooms,8 perches,facing buthgamuwa road,20 million",Buthgamuwa Rd ambagaha handiya rajagiriya,4,2,"2,500.0 sqft",8.0 perches
1975,Luxurious House for Sale in Pelawatta, 8 Aug  9:33 am,"Battaramulla, Colombo","175,000,000",• Our Reference No SH 10149( Please quote this reference number when inquiring),"Pelawatta, Battaramulla",4,4,"4,000.0 sqft",21.0 perches
1976,House For Sale in Nugegoda Wijerama,10 Jul  5:14 pm,"Nugegoda, Colombo","13,800,000",House For Sale in Nugegoda | Wijerama,Nugegoda  Wijerama,2,1,"1,500.0 sqft",6.0 perches
1977,House for Sale in Malabe Thalahena ( Commercial Land ) 3 Units,29 Jun 11:40 am,"Malabe, Colombo","40,000,000","*Three houses with separate water, electricity , addresses ",,6,3,"1,800.0 sqft",8.0 perches
1978,HS174) House for sale in Kohuwala,26 Jun  3:10 pm,"Kohuwala, Colombo","45,550,000",14.2 perchesLKR 3.2 million per perchBeing sold for land valueLarge living areaElevated structureParking for 3 vehicles including garage for 1 vehicleTwo separate unitsTwo parking area gatesKitchen areaStore roomBack yardWater tankOutdoor sinkTiled floorsSeparate bedroom and bathroom with separate entranceConvenient access point,"Malwaththa Road, Kohuwla",4,2,"1,998.0 sqft",14.2 perches
1979,House for Sale - Moratuwa,26 Jun  2:33 pm,"Moratuwa, Colombo","15,000,000","2 storied house for sale in Willorawatta, Moratuwa5 bedrooms 2 bathrooms + 1 bathroom outside 2 living rooms 2 dining rooms2 kitchen, garageNo brokersFor quick saleCall for more details",,5,2,"2,000.0 sqft",8.26 perches
1980,(HS190) House for sale in Thalangama,26 Jun  2:19 pm,"Battaramulla, Colombo","26,000,000",13.5 perches2 Story houseParking for 3 vehicleTiled floor1 common balconyServant quartersStore room20 ft. Access roadDoors and windows made of Mahogany woodBank loan700m from main roadResidential area,"Thalangama North, Thalangama",5,2,"2,000.0 sqft",13.5 perches
1981,Almost Brand New House for Sale - Boralasgamuwa,26 Jun  1:31 pm,"Boralesgamuwa, Colombo","18,000,000",900m to 120rd 15ft rd facing superb house 8perches land almost brand new architect design house ground floor 2beds living dinning and pantry and common bathroom upper floor 2beds 2baths t.v. lobby balconies separate entrance and inside entrance can use as 2units 2vehicles parking area small landscapes garden highly residential area very close to maharagama boralasgamuwa piliyandala clear deed price 18000000 no brokers genuine buyers well come appointments,Boralasgamuwa Neelammahara Rajamahavihara rd,4,5,"2,600.0 sqft",8.0 perches
1982,House for Sale at Thalawathugoda,30 Jul 11:24 pm,"Talawatugoda, Colombo","33,500,000","House for saleHighest location in Thalawathugoda area3 main access roards ( from hookandara rd , kalalgoda rd and Uthuwankanda rd )2 gates to Joothikarama rd and to Uthuwankanda rdParking space for 5 vehicles 12.5 perches Land3 storey house with roof topPipe & Tube well water,  Electricity Each floor 1100 Sqft - 1200 Sqft",Jothikarama Road Thalawathugoda Sri,6,4,"4,300.0 sqft",12.0 perches
1983,House For Sale Godagama,26 Jun 11:14 am,"Homagama, Colombo","5,000,000",House For Sale  in Godagama========================#    Bed Room 03#    Bath Room 01#    Kichan,Godagama Puwakwatta.,3,1,"1,300.0 sqft",7.5 perches
1984,House for Sale in Homagama,26 Jun 10:53 am,"Homagama, Colombo","9,500,000","හෝමාගම, පිටිපන උතුර 128 බස් මාර්ගයේ NSBM කැම්පස් එකට නුදුරින් දෙමහල් නිවසක් විකිනීමට ඇත.නිදන කාමර 03කෑම කාමර 01බාත් රූම් 01සේවක බාත් රූම් 01විශාල සාලයක් මුළුතැන්ගෙය","Pitipana north, Homagama",3,1,"2,500.0 sqft",11.5 perches
1985,"Brand New 3Storey House For Sale in Athurugiriya road,Malabe",26 Jun 10:47 am,"Malabe, Colombo","14,500,000","Brand New 3Storey House For Sale Athurugiriya road,Malabe------------------------------------------------------------Located just 500 meters to Athurugiriya - Malabe route to  residential area .",Located just 500 meters to Athurugiriya - Malabe route to  residential area .,5,3,"1,950.0 sqft",6.6 perches
1986,Brand New House for Sale in Kahathuduwa, 5 Aug 12:35 pm,"Kesbewa, Colombo","6,600,000",clear deedP- 10.55Room 3/BR 1/ kitchen /living area  / veranda /wall with slide gate/fully tiled / pipe born water/ electracity ,,3,1,"1,300.0 sqft",10.5 perches
1987,Brand New 3Storey House For Sale Malabe -kahanthota Road,26 Jun 10:21 am,"Malabe, Colombo","19,500,000",3Storey Brand New House For Sale in Kahanthota Road Malabe.-------------------------Located just 500 meters topittugala junction residential area .*Its a 3story house on 8.6perches and is 2400sq ft.03bedrooms with AC01 Attached Bathroom With Hotwater02common Bathrooms Two living rooms Pantry & kitchen.Servant Toilet and roomCCTV Camaragarage with parking space for 02vehicles.Access Road 20feet road,"kahanthota Road, Malabe",3,3,"2,400.0 sqft",8.6 perches
1988,House for Sale in Kesbewa,26 Jun 10:04 am,"Kesbewa, Colombo","7,800,000","කැස්බෑව මාකන්දන අංගසම්පූර්ණ නිවස ළිං ජලය නළ ජලය සහිතව පර්චස් 10බණ්ඩාරගම , කොළඹ පාරට මීටර් 50යිතාප්ප දමා ටයිල් කර ඇත. ආලින්දය සාලය, නිදන කාමර 3 යි , ස්ටෝරු කාමර 1 පැන්ට්‍රිය ඇතුලත, බාත් රූම් සහ පිටත  වැසිකිලිය. COC යෝග්‍යතා සහතිකය",කැස්බෑව මාකන්දන,3,2,"1,275.0 sqft",10.0 perches
1989,2 Storied 4 Br House for Sale in Ratmalana,26 Jun 10:01 am,"Ratmalana, Colombo","12,000,000",2 Storied 4BR House in Rathmalana 4 Bedrooms 3 Bathrooms 2 Halls 4 Perches1850 Sq.Ft.Can Use as 2 Units 500m Less to Galle RoadSelling Price: Rs.120 Lakhs,,4,3,"1,850.0 sqft",4.0 perches
1990,Two Story House for Sale Malabe,26 Jun  9:48 am,"Malabe, Colombo","18,000,000","Two Story House For Sale In Gamunupura, Kaduwela.07 Perches , Landscaped garden area ( 2 Year Used House )","Kaduwela Rd, Gamunupura.",4,4,"2,200.0 sqft",7.0 perches
1991,House for Sale -Battaramulla,26 Jun  8:44 am,"Battaramulla, Colombo","27,500,000",පර්චස් 8යිකාමර 2යිසාලය කුස්සිය යාබද නාන කාමරයපිටත නාන කාමරයස්ලැබ් එක දමා ඇත174 කොට්ටාව - බොරැල්ල පාරට සමීපයේඉසුරුපායට ආසන්නයේඅමතන්න - (සදුන්),,2,2,"1,500.0 sqft",8.0 perches
1992,Brand New Two Storied House For Sale Malabe,26 Jun  8:29 am,"Malabe, Colombo","19,500,000","Brand New Two Story House For Sale In Wanaguru Mw, Hokandara.10 Perches , Landscaped garden area","Horahena Road, Malabe.",3,3,"2,400.0 sqft",10.0 perches
1993,Brand New Two Storied House in Malabe,26 Jun  8:27 am,"Malabe, Colombo","22,000,000","Brand New Two Story House For Sale In Pothuarawa Road, Arangala. 08 Perches with Landscaped garden area.The house is completely tiled","Pothuarawa Road, Malabe.",4,4,"2,400.0 sqft",7.0 perches
1994,Brand new house kalalgoda,26 Jun  5:47 am,"Talawatugoda, Colombo","30,000,000",174 Boralla road 500 mThalawathugoda junction 1.4 kmGood residents area 4 bedroom 3 bathroom Hot water solar power 1 servant room and toilet 3 vehicle parking space 30 m price,Meemanagaha road kalalgoda,4,3,"2,900.0 sqft",10.0 perches
1995,Two Story House For Sale In Thalawathugoda, 2 Jul 12:33 pm,"Talawatugoda, Colombo","21,500,000",✓House For Sale In Thalawathugoda🏠✓Land Size 11.8perches ✓House Size 3400sqft ,"Vidyale junction, Thalawathugoda",6,3,"3,400.0 sqft",11.8 perches
1996,Newly Built house for sale in Prime Vilas Boralesgamuwa,15 Jul 11:06 am,"Boralesgamuwa, Colombo","32,000,000",2205 Square Feet built with red Brick2 Story House fully tiled3 BedroomFitted Kitchen2 Bathroom - 2 Space Car Park with roller GateSpacious dinning room Sitting areaLiving roomServant ToiletStore RoomLandscaped Garden,,3,2,"2,205.0 sqft",7.5 perches
1997,A Brand New Luxury Modern House in Kottawa,25 Jul  9:37 pm,"Kottawa, Colombo","29,500,000",#   1•8km   kottawa city # 100m  kottawa  piliyandala   255  bus route #  2km   kottawa southern high way entrance #  3km  pannipitiya darmapala maha vidyala #  200m  all   cargills  arpico  and   keels  super market #  4  bedrooms #  4 bathrooms #  large living area and dining area #  fully complete pantry with gas cooker  and  oven #  large  Tv  lobby #  roof terrace #  fully tiled #  wood ceiling #  solar hot water #  Ac#  Cctv #  servant room and bathroom #  all wood teak   and  jak # surrounding wall and roller gate # 20 feet road # no brokers please #  only genuine buyers,,4,4,"3,600.0 sqft",9.8 perches
1998,New House for Sale in Thalawathugoda [HS25],25 Jun 11:55 am,"Talawatugoda, Colombo","22,500,000","Brand new house for sale, conveniently located off Hokandara Road in Thalawathugoda and accessible via a 20-30 foot wide access road. Located approx. 2.5 km meters away from Battaramulla - Pannipitiya Main Road & Thalawathugoda Juncton, within close proximity to all modern day conveniences.","C. V. S. Corea Mawatha, Hokandara Road, Thalawathugoda",4,3,"2,500.0 sqft",5.0 perches
1999,House with 20 per Land for Sale in - Padukka,23 Jul  2:45 pm,"Padukka, Colombo","4,300,000","House for sale in Padukka. Designed for 2 storey house. Ground floor already built. Ground floor: 3 bedrooms, 1 living room, 1 dining room, 1 kitchen and 1 indoor bathroom + outdoor toilet (already built).Top floor: 2 bedrooms and 1 bathroom (in the plan, but not built yet). Living condition.Water, Electricity, and 4G available.20 perches land. Very peaceful area. only 20 seconds walking distance to Padukka-Horana main Bus road. less than 10 minutes to Padukka town. 20 minutes to Horana town. Contact for more details.","Malagala, Padukka",3,2,"1,329.0 sqft",20.0 perches
2000,House for Sale in Dehiwala Attidiya.,25 Jun 10:33 am,"Dehiwala, Colombo","24,500,000",A 12.5 P two storied slightly old up stair house for sale in Dehiwala Attidiya.The house situated at just 250 meters from attidiya main road.,,6,3,"2,500.0 sqft",12.5 perches
2001,Two Story Unit Brand New House for Sale Kawdana,13 Aug  4:29 pm,"Dehiwala, Colombo","30,000,000",brad new house 6 perch2car parking,Kawdana road Dehiwela,3,2,"2,700.0 sqft",6.0 perches
2002,House for Sale Nawagamuwa Waduranmulla, 4 Jul  5:17 pm,"Kaduwela, Colombo","4,200,000",uncompleted housewater and electrical supply have4 km to Athurugirya town6 km to kaduwela town1.5 km to nawagamuwa town500m to 697 road,"nawagamuwa, waduranmulla",1,1,"1,200.0 sqft",7.5 perches
2003,House for Sale in Piliyandala Mawittara.,25 Jun 10:23 am,"Boralesgamuwa, Colombo","6,900,000","A 10 perches house for sale in Mawiththara, Piliyandala. Easy access from newly built by pass road.",,3,1,"1,100.0 sqft",10.0 perches
2004,House in Boralesgamuwa for Sale,25 Jun 10:21 am,"Boralesgamuwa, Colombo","16,500,000","A 8p 2 storied house for sale in Boralesgamuwa, pirivena road, Just 200m from 119 bus route.",,5,2,"2,200.0 sqft",8.0 perches
2005,Brand New Super Luxury Three Story House for Sale in Nugegoda,28 Jun  8:21 pm,"Nugegoda, Colombo","160,000,000","Brand New Super Luxury Three Story House Sale For NugegodaIdeal For Residence, Highly Residential Area",Nugegoda,5,5,"8,000.0 sqft",18.0 perches
