,0,1,2,3,4,5,6,7
90,Valuable Land For Quick Sale In Pannipitiya Kottawa, 4 Jul  4:00 am,"Kottawa, Colombo","1,000,000","Bare land for quick saleLocated in sikuradapola junction255 kottawa ,mt lavinia bus route2km to kottawa town and southern express way.200 mtrs to kottawa dharmapala school.Residential area with vast development.Easy approval for bank loans with clear deedsOne ownerCalm,and peaceful neighborhood.Contact leon for further info. Possibile to buy the complete land or just a single block 10 perches or 9 perches","Commercial, Residential, Other",10.0 perches,
91,පර්චස් 6ක ඉඩම් කැබැල්ලක් විකිනිමට කොට්ටාව,25 Jun 10:57 am,"Kottawa, Colombo","1,300,000","කොට්ටාව දුම්රිය ස්ථානයට යාබදව මිටර් 50,කොට්ටාව නගරයට විනාඩියක්,කොට්ටාව අදිවෙගි මාර්ගයට විනාඩි 2 යි","නො,647/3,කොට්ටාව ,පන්නිපිටිය",Other,6.0 perches
92,Land for Sale in Kottawa,27 Jun  7:16 am,"Kottawa, Colombo","445,000","இந்த நாட்களின் ஆபத்து, கொட்டாவா போன்ற ஒரு நிலத்தை வாங்குவதே மிக வேகமாக வளர்ந்து வரும் முதலீட்டை வாங்குவது என்று உங்களுக்குத் தெரியுமா?",Residential,6.5 perches,
93,Kudamaduwa 342 road luxury land,24 Jun  8:59 am,"Kottawa, Colombo","875,000",close to highwayclose 120 road,"Kudamaduwa road, mattegoda",Residential,12.0 perches
94,Land for Sale - Mattegoda,27 Jun  7:16 am,"Kottawa, Colombo","4,450,000",අවදානම අඩුම ආයෝජනය,"Kudamaduwa road, mattegoda",Residential,7.0 perches
95,Kottawa Land For Sale,24 Jun  7:58 am,"Kottawa, Colombo","1,275,000",4 km to highway,"Kudamaduwa road, mattegoda",Residential,21.0 perches
96,Good land in Kottawa,24 Jun 12:27 am,"Kottawa, Colombo","900,000",Life is too short to sufferSuffering is optionalDecision is yours to come to us,"Kudamaduwa road, mattegoda","Residential, Other",6.25 perches
97,කොට්ටාව අඩුම අවසාන ඉඩම,27 Jun  7:17 am,"Kottawa, Colombo","445,000","very Calm environmentCIn the middle of Kottawa, Piliyandala, highlevel road, 120 - new 4 lane road 20 ft roadClear deeds -Class 1 deedBank Loans/easy payment","Kudamaduwa road, Mattegoda",Residential,7.5 perches
98,Prime Land for Sale in Kottawa,27 Jun  7:49 am,"Kottawa, Colombo","445,000",KOTTAWA අඩුවට ලැබෙන අවසාන ඉඩම,middle of 255 & 342 road - Kottawa,Residential,6.5 perches
99,Land for Sale Kottawa,23 Jun  6:28 pm,"Kottawa, Colombo","590,000",වෙල්යායට මුහුනලා නිසන්සල පරිසරයක පිහිටි බිම්කොටස වහාම විකිනිමට . පිලියන්දලට කිමි. 3.5 /  කොට්ටවට  කිමි. 2.5 / මහරගමට කිමි. 3.5,"Yodamawatha, Siddhamulla, Kottawa.",Residential,10.0 perches
